"id";"Name";"Address1";"Address2";"City";"Province";"Postal";"Fee";"Lat";"Lng"
850;"OKOTOKS H.C. PHARMACY";"74 ELIZEBATH STREET UNIT #1";"P.O.BOX 1787";"OKOTOKS";"AB";"T1S1B6";"$12.30";"50.72599";"-113.979204"
851;"DRUGSTORE PHARAMCY #4381";"100-6509 46 STREET";"";"OLDS";"AB";"T4H1Y6";"$8.72";"51.793676";"-114.135544"
852;"WALMART PHARMACY #1084";"400-6900 46TH ST";"";"OLDS";"AB";"T4H0A2";"$11.46";"51.7968279";"-114.1389582"
853;"SHOPPERS DRUG MART #2321";"P&L PHARMACY CO INC.";"PO BOX 3939, 4607-50 AVENUE";"OLDS";"AB";"T4H1P6";"$12.21";"51.7920135";"-114.105279"
854;"OLDS REXALL #7213";"BOX 3870";"";"OLDS";"AB";"T4H1P5";"$12.30";"51.7920135";"-114.105279"
855;"PREFERRED RX PHARMACY";"K AND W SOLUTIONS LTD";"#1-4601 50TH AVENUE, PO BOX 3783";"OLDS";"AB";"T4H1P4";"$12.30";"51.7920135";"-114.105279"
856;"ONOWAY HEALTH CARE PHARMACY";"BOX 690";"4927 LAC STE ANNE TRAIL SOUTH";"ONOWAY";"AB";"T0E1V0";"$11.01";"53.70175";"-114.1980661"
857;"OYEN VALUE DRUG MART";"101 1ST AVE EAST";"PO BOX 654";"OYEN";"AB";"T0J2J0";"$12.30";"51.3546966";"-110.4825942"
858;"WALMART PHARMACY #1068";"9701-78TH ST";"";"PEACE RIVER";"AB";"T8S0A3";"$11.18";"56.2375425";"-117.3384218"
859;"SHOPPERS DRUG MART #2312";"MONIQUE LAVOIE PHARMACY LTD.";"9925 78TH STREET";"PEACE RIVER";"AB";"T8S1Z9";"$12.20";"56.2341823";"-117.2893839"
860;"MINT HEALTH+DRUGS:PEACE RIVER";"PO BOX 6300";"10013 100 AVE";"PEACE RIVER";"AB";"T8S1S6";"$12.30";"55.1266309";"-113.5560715"
861;"ANDERSON DRUG BY FRESON BROS";"7900 - 99 AVENUE";"";"PEACE RIVER";"AB";"T8S1Y7";"$12.37";"56.2343884";"-117.333717"
862;"PEACE RIVER VALUE DRUG MART";"10027-100 ST";"P.O. BOX 6058";"PEACE RIVER";"AB";"T8S1S1";"$12.46";"56.232747";"-117.289851"
863;"PENHOLD PHARMACY";"1784847 ALBERTA LTD";"3-1380 ROBINSON AVENUE";"PENHOLD";"AB";"T0M1R0";"$12.30";"52.135433";"-113.87271"
864;"THE PICTURE BUTTE PHARMACY";"P.T. PHARMACY SERVICES INC";"BOX 340, 309 JAMIESON AVENUE";"PICTURE BUTTE";"AB";"T0K1V0";"$12.30";"49.8730193";"-112.7801858"
865;"WALMART PHARMACY #1070";"1100 TABLE MOUNTAIN";"";"PINCHER CREEK";"AB";"T0K1W0";"$11.52";"49.4994836";"-113.9447326"
866;"REXALL #7266";"PHARMX REXALL DRUG STORES LTD";"780 MAIN ST, PO BOX 2739";"PINCHER CREEK";"AB";"T0K1W0";"$12.30";"49.4863458";"-113.9502548"
867;"KOEGLER'S PHARMASAVE";"1334 VETERANS ST";"PO BOX 2050";"PINCHER CREEK";"AB";"T0K1W0";"$12.30";"49.4863458";"-113.9502548"
868;"LOBLAW PHARMACY #4397";"5561 HWY #53";"";"PONOKA";"AB";"T4J1J8";"$10.93";"52.670418";"-113.5851121"
869;"PONOKA REXALL #7223 DRUGSTORE";"4502 - 50TH STREET";"";"PONOKA";"AB";"T4J1J5";"$12.27";"52.6718689";"-113.5798923"
870;"PONOKA PROFESSIONAL PHARMACY";"#20-5011 48 AVE";"";"PONOKA";"AB";"T4J1J3";"$12.30";"52.6743635";"-113.5786426"
871;"SHOPPERS DRUG MART #357";"LOK PHARMACY LTD";"5015 50TH STREET, BOX 6501";"PONOKA";"AB";"T4J0C1";"$12.30";"52.675914";"-113.5832366"
872;"PROVOST VALUE DRUG MART";"BOX 870";"";"PROVOST";"AB";"T0B3S0";"$12.30";"52.3559533";"-110.2607913"
873;"SNOW'S PHARMACY INC";"BOX 859";"53A BROADWAY NO";"RAYMOND";"AB";"T0K2S0";"$11.34";"49.4635388";"-112.6622423"
874;"RAYMOND PHARMACY LTD 627";"PO BOX 210";"30 WEST 100 NORTH";"RAYMOND";"AB";"T0K2S0";"$12.30";"43.6549205";"-93.364673"
875;"COSTCO PHARMACY #164";"162 - 37400 HWY 2";"";"RED DEER";"AB";"T4E1B9";"$4.33";"52.2091199";"-113.8170206"
876;"LOBLAW PHARMACY #1579";"5016 - 51ST AVENUE";"";"RED DEER";"AB";"T4N4H5";"$10.43";"52.2701658";"-113.81726"
877;"WALMART PHARMACY #3194";"2010 - 50TH AVENUE";"";"RED DEER";"AB";"T4R3A2";"$11.53";"52.236524";"-113.8184426"
878;"WALMART PHARMACY #3075";"PARKLAND MALL SHOPPING CENTRE";"6375-50TH AVENUE";"RED DEER";"AB";"T4N4C9";"$11.71";"52.2681118";"-113.8112386"
879;"SAFEWAY PHARMACY #8877";"SOBEYS WEST INC.";"4408 50TH AVENUE";"RED DEER";"AB";"T4N3Z6";"$11.95";"52.2681118";"-113.8112386"
880;"LONDON DRUGS #24 (430)";"#109, 2004 - 50TH AVENUE";"";"RED DEER";"AB";"T4R3A2";"$12.07";"52.2343991";"-113.81691"
881;"SHOPPERS DRUG MART #326";"M4 4900 MOLLY BANNISTER DR";"";"RED DEER";"AB";"T4R1N9";"$12.13";"52.2432619";"-113.8095063"
882;"SOBEYS PHARMACY #3105";"2110 - 50 AVENUE";"";"RED DEER";"AB";"T4R2K1";"$12.16";"52.2389029";"-113.814078"
883;"SHOPPERS DRUG MART #2415";"TODD LAW PHARMACY LTD.";"1, 6320-50 AVENUE";"RED DEER";"AB";"T4N4C6";"$12.21";"52.2681118";"-113.8112386"
884;"SHOPPERS DRUG MART #2306";"ROGER LOOR PHARMACY SERVICES LTD";"7 CLEARVIEW MARKET WAY";"RED DEER";"AB";"T4P0M9";"$12.22";"52.2681118";"-113.8112386"
885;"JOHNSTONE IDA PHARMACY";"1851362 ALBERTA LTD";"100-2 JEWELL ST";"RED DEER";"AB";"T4P3W3";"$12.24";"52.2681118";"-113.8112386"
886;"WEST PARK DRUGS";"3722-57TH AVENUE";"";"RED DEER";"AB";"T4N4R7";"$12.29";"52.2582218";"-113.8301504"
887;"CENTRAL ALBERTA CO-OP";"PHARMACY #1";"1 - 5118 47TH AVENUE";"RED DEER";"AB";"T4N3P7";"$12.30";"52.2681118";"-113.8112386"
888;"CENTRAL ALBERTA CO-OP";"PHARMACY #5";"BAY 13 - 69 DUNLOP STREET";"RED DEER";"AB";"T4R2H6";"$12.30";"52.2681118";"-113.8112386"
889;"SAVE-ON-FOODS #6682";"6720 - 52TH AVENUE";"";"RED DEER";"AB";"T4N4K9";"$12.30";"52.2901848";"-113.8176748"
890;"APPLE DRUG PHARMACY";"3831 - 40TH AVE";"";"RED DEER";"AB";"T4N2W4";"$12.30";"52.259262";"-113.78931"
891;"REXALL #7272";"4705 - 48 AVENUE";"";"RED DEER";"AB";"T4N3T1";"$12.30";"52.2664378";"-113.8086822"
892;"REXALL #7271";"4826 ROSS STREET";"";"RED DEER";"AB";"T4N1X4";"$12.30";"52.2693195";"-113.8106399"
893;"SAVE-ON-FOODS #6686";"PHARMACY";"3020-22ND ST";"RED DEER";"AB";"T4R3J5";"$12.30";"52.2681118";"-113.8112386"
894;"ROSS STREET IDA PHARMACY";"4814 - 50 STREET";"";"RED DEER";"AB";"T4N1X4";"$12.30";"52.2691592";"-113.809984"
895;"SPROULE'S MOUNTVIEW IDA";"3757-43RD AVE";"";"RED DEER";"AB";"T4N3B7";"$12.30";"52.2591801";"-113.7954839"
896;"MEDICINE SHOPPE # 251";"3805 ROSS STREET";"";"RED DEER";"AB";"T4N1W1";"$12.30";"52.266457";"-113.785526"
897;"MILLERDALE PHARMACY";"5201-43ST";"";"RED DEER";"AB";"T4N1C7";"$12.30";"52.2681118";"-113.8112386"
898;"PLAZA DISPENSARY";"AGGIES MANAGEMENT & DEV LTD";"6A - 5030 - 47 AVE";"RED DEER";"AB";"T4N3P7";"$12.30";"52.2681118";"-113.8112386"
899;"TAYLOR PHARMASAVE #310";"ST. MARY PHARMACEUTICALS INC";"150-6900 TAYLOR DR";"RED DEER";"AB";"T4P1K4";"$12.30";"52.2681118";"-113.8112386"
900;"GAETZ AVENUE PHARMACY";"1665345 ALBERTA LTD";"#120, 3410-50 AVENUE";"RED DEER";"AB";"T4N3Y4";"$12.30";"52.2681118";"-113.8112386"
901;"PARSONS PHARMACY";"S. PARSONS PHARMACY LTD";"1C-4755 49 STREET";"RED DEER";"AB";"T4N1T5";"$12.30";"52.2681118";"-113.8112386"
902;"SOBEYS PHARMACY #1147";"200 6830-500 AVENUE";"";"RED DEER";"AB";"T4N4C6";"$12.30";"51.4715307";"-112.7949616"
903;"PIPER PHARMACY";"105-3215 49 AVE";"";"RED DEER";"AB";"T4N0M8";"$12.30";"52.2517455";"-113.8115082"
904;"SHOPPERS DRUG MART #2392";"D. MUNRO PHARMACY LTD";"2A-6315 HORN ST";"RED DEER";"AB";"T4N6H5";"$12.30";"52.2681118";"-113.8112386"
905;"THE MEDICINE SHOPPE #341";"1699002 ALBERTA LTD";"130-2950 22 ST";"RED DEER";"AB";"T4R0H9";"$12.30";"52.2681118";"-113.8112386"
906;"RED DEER REGIONAL PHARMACY";"RED DEER REGIONAL HOSPITAL CENTRE";"3942-50A AVE.";"RED DEER";"AB";"T4N4E7";"$12.62";"52.2681118";"-113.8112386"
907;"PHARMASAVE #304";"114 BROADWAY AVENUE EAST";"PO BOX 518";"REDCLIFF";"AB";"T0J2P0";"$12.30";"50.077079";"-110.78683"
908;"SHANE'S GUARDIAN PHARMACY";"S.T. STAR PHARMACY LTD";"4926 49 ST (BOX 1000)";"REDWATER";"AB";"T0A2W0";"$12.27";"53.9505839";"-113.1088853"
909;"RIMBEY VALUE DRUG MART";"4917 - 50 AVENUE";"BOX 290";"RIMBEY";"AB";"T0C2J0";"$12.21";"52.6396656";"-114.2368175"
910;"RIMBEY PHARMASAVE # 375";"4934 50 AVE";"P.O BOX 120";"RIMBEY";"AB";"T0C2J0";"$12.30";"52.6396921";"-114.2360065"
911;"DRUGSTORE PHARMACY #9052";"C/O EXTRA FOODS";"BOX 640, 5520 - 46TH STREET";"ROCKY MOUNTAIN HOUSE";"AB";"T4T1A5";"$10.71";"52.3793432";"-114.9182883"
912;"SHOPPERS DRUG MART #343";"KAMBO GITHU PHARMACY LTD";"5207 48TH STREET,1 GATEWAY CROSSING";"ROCKY MOUNTAIN HOUSE";"AB";"T4T0B1";"$12.24";"52.3793432";"-114.9182883"
913;"ALPINE VALUE DRUG MART";"ALPINE DRUGS LTD";"BOX 39, 5132-49 ST";"ROCKY MOUNTAIN HOUSE";"AB";"T4T1A1";"$12.30";"52.3793432";"-114.9182883"
914;"ROCKY MOUNTAIN HOUSE";"CO-OP PHARMACY";"P.O. BOX 9";"ROCKY MOUNTAIN HOUSE";"AB";"T4T1A1";"$12.30";"52.3793432";"-114.9182883"
915;"REXALL #7506";"PO BOX 1449";"4919 50 STREET";"ROCKY MOUNTAIN HOUSE";"AB";"T4T1B1";"$12.30";"52.4306851";"-114.9084815"
916;"COSTCO PHARMACY #1076";"300-261200 CROSSIRON BLVD";"";"ROCKYVIEW";"AB";"T4A0J6";"$4.39";"51.2084436";"-113.9905121"
917;"SADDLE LAKE PHARMACY";"5051 11TH AVENUE";"";"SADDLE LAKE";"AB";"T0A3T0";"$12.30";"53.9705711";"-111.6898849"
918;"SANGUDO CENTRAL COUNTY";"PHARMACY";"BOX 65";"SANGUDO";"AB";"T0E2A0";"$12.30";"53.8878883";"-114.8997315"
919;"SEDGEWICK PHARMACY LTD";"4841 47TH ST";"BOX 100";"SEDGEWICK";"AB";"T0B4C0";"$12.30";"52.7746495";"-111.6921749"
920;"SEXSMITH PHARMACY";"BOX 130";"9805 - 103 STREET";"SEXSMITH";"AB";"T0H3C0";"$12.37";"55.3501922";"-118.7832807"
921;"COSTCO PHARMACY #544";"2201 BROADMOOR BLVD.";"";"SHERWOOD PARK";"AB";"T8H0A1";"$4.37";"53.5465604";"-113.3180063"
922;"LOBLAW PHARMACY #1567";"#100, 400 BASELINE RD";"";"SHERWOOD PARK";"AB";"T8H2A7";"$10.55";"53.5425132";"-113.2647059"
923;"WALMART PHARMACY #3154";"239 WYE ROAD";"";"SHERWOOD PARK";"AB";"T8B1N1";"$11.51";"53.5111332";"-113.3171682"
924;"SAFEWAY PHARMACY #8884";"SOBEYS WEST INC.";"2020 SHERWOOD DRIVE";"SHERWOOD PARK";"AB";"T8A3H9";"$11.67";"53.5412083";"-113.2957365"
925;"WALMART PHARMACY #1123";"400-7000 EMERALD DR";"";"SHERWOOD PARK";"AB";"T8H0P9";"$11.86";"53.5684811";"-113.280537"
926;"SOBEYS PHARMACY #3153";"688 WYE ROAD";"";"SHERWOOD PARK";"AB";"T8B1N1";"$11.89";"53.5127726";"-113.2735239"
927;"SAFEWAY PHARMACY #8874";"SOBEYS WEST INC.";"985 FIR STREET";"SHERWOOD PARK";"AB";"T8A4N5";"$11.90";"53.5412083";"-113.2957365"
928;"MEDICINE SHOPPE PHARMACY #365";"S.T. PHARMACY SERVICES INC";"172-270 BASELINE ROAD";"SHERWOOD PARK";"AB";"T8A1R4";"$11.97";"53.5412083";"-113.2957365"
929;"LONDON DRUGS #20 (711)";"VILLAGE MARKET";"999 FIR STREET";"SHERWOOD PARK";"AB";"T8A4N5";"$12.22";"53.5364137";"-113.3157536"
930;"SHOPPERS DRUG MART #2313";"ROBBINS PHARMACY LIMITED";"20-4005 CLOVER BAR ROAD";"SHERWOOD PARK";"AB";"T8H0M4";"$12.22";"53.5412083";"-113.2957365"
931;"SHOPPERS DRUG MART #2427";"KEVIN DEOL PHARMACY INC";"5-1020 SHERWOOD DRIVE";"SHERWOOD PARK";"AB";"T8A2G4";"$12.25";"53.5412083";"-113.2957365"
932;"SHOPPERS DRUG MART #333";"2020 SHERWOOD DRIVE";"#600";"SHERWOOD PARK";"AB";"T8A3H9";"$12.26";"";""
933;"SHOPPERS DRUG MART #380";"120 - 550 BASELINE ROAD";"";"SHERWOOD PARK";"AB";"T8H2G8";"$12.27";"53.5420283";"-113.2680834"
934;"DISPENSARIES (1991) LIMITED (5";"937 FIR STREET";"";"SHERWOOD PARK";"AB";"T8A4N6";"$12.30";"53.5125532";"-113.3321171"
935;"SAVE-ON-FOODS #6663";"81 FIR STREET";"";"SHERWOOD PARK";"AB";"T8A6H8";"$12.30";"53.5134283";"-113.3167105"
936;"NOTTINGHAM RXELLENCE PHARMACY";"HEWINS HOLDINGS LTD";"140-80 CHIPPEWA RD";"SHERWOOD PARK";"AB";"T8A4W6";"$12.30";"53.5412083";"-113.2957365"
937;"REXALL #7234";"11-301 WYE ROAD";"";"SHERWOOD PARK";"AB";"T8B0A4";"$12.30";"53.5113608";"-113.3116323"
938;"SAVE-ON-FOODS PHARMACY #6679";"10-4005 CLOVER BAR ROAD";"";"SHERWOOD PARK";"AB";"T8H0M4";"$12.30";"53.5574539";"-113.2743081"
939;"REXALL #7233";"101 BREMMER DR. UNIT 5";"";"SHERWOOD PARK";"AB";"T8H0M5";"$12.30";"53.5418716";"-113.3070478"
940;"REXALL #7244";"80 CHIPPEWA RD";"";"SHERWOOD PARK";"AB";"T8A4W6";"$12.30";"53.5355951";"-113.3254947"
941;"SYNERGY PHARMACY";"SYNERGY PHARMACY LTD";"#153, 501 BETHL DRIVE";"SHERWOOD PARK";"AB";"T8H0N2";"$12.30";"53.5412083";"-113.2957365"
942;"SAVE-ON-FOODS PHARMACY #6678";"OVERWAITEA PHARMACIES LTD";"60 BROADWAY BLVD";"SHERWOOD PARK";"AB";"T8H2A2";"$12.30";"53.5412083";"-113.2957365"
943;"SHERWOOD DISPENSARIES";"AND HOMECARE";"74 ATHABASCAN AVE";"SHERWOOD PARK";"AB";"T8A4E3";"$12.30";"53.5412083";"-113.2957365"
944;"SHOPPERS DRUG MART #380";"OMINA ABDELAZIZ DRUGS LTD";"120-550 BASELINE ROAD";"SHERWOOD PARK";"AB";"T8H2G8";"$12.30";"53.5412083";"-113.2957365"
945;"DISPENSARIES (1991) LIMITED";"SIOUX ROAD";"216-52 SIOUX ROAD";"SHERWOOD PARK";"AB";"T8A4X1";"$15.01";"53.5386564";"-113.3322825"
946;"LOBLAW PHARMACY #4900";"100 MAIN STREET SW";"BOX 790";"SLAVE LAKE";"AB";"T0G2A3";"$9.62";"55.2803859";"-114.7735137"
947;"WALMART PHARMACY #1030";"601 - 1500 MAIN ST SW";"";"SLAVE LAKE";"AB";"T0G2A4";"$11.63";"55.2721429";"-114.7820109"
948;"SLAVE LAKE APPLE DRUGS";"KTC BIGSTONE LIMITED PARTNERSHIP";"108 6 AVE NW";"SLAVE LAKE";"AB";"T0G2A1";"$11.98";"55.2866833";"-114.7711184"
949;"SHOPPERS DRUG MART #2325";"HELEN TAYLOR PHARMACY LTD";"300-1500 MAIN ST. SW. BOX 1637";"SLAVE LAKE";"AB";"T0G2A4";"$12.24";"55.2866833";"-114.7711184"
950;"SLAVE LAKE REXALL DRUG STORE";"REXALL #7218";"PO BOX 880, 233 MAIN ST";"SLAVE LAKE";"AB";"T0G2A0";"$12.30";"55.2866833";"-114.7711184"
951;"SMOKY LAKE IDA DRUGS";"BOX 478";"37 WHEATLAND AVE.";"SMOKY LAKE";"AB";"T0A3C0";"$12.30";"54.1123642";"-112.4759069"
952;"SHANE'S IDA PHARMACY";"S.T. STAR SMOKY LAKE PHARMACY";"37 WHEATLAND AVE";"SMOKY LAKE";"AB";"T0A3C0";"$12.30";"54.1123642";"-112.4759069"
953;"REXALL #7510";"4508 50 STREET";"P.O. BOX 69";"SPIRIT RIVER";"AB";"T0H3G0";"$12.30";"55.7777927";"-118.8372949"
954;"LOBLAW PHARMACY #1565";"10 - 110 CAMPSITE RD";"";"SPRUCE GROVE";"AB";"T7X3Z3";"$10.59";"53.539981";"-113.9345963"
955;"WALMART PHARMACY #3637";"90 CAMPSITE RD";"";"SPRUCE GROVE";"AB";"T7X4H4";"$11.74";"53.539893";"-113.9324184"
956;"SAFEWAY PHARMACY #8897";"SOBEYS WEST INC.";"94 MCLEOD AVENUE";"SPRUCE GROVE";"AB";"T7X1R2";"$11.98";"53.5427846";"-113.9033672"
957;"SHOPPERS DRUG MART #368";"M.J. PLACHA PHARMACY LTD";"100-131 CENTURY CROSSING RD";"SPRUCE GROVE";"AB";"T7X0C8";"$12.25";"53.5427846";"-113.9033672"
958;"SHOPPERS DRUG MART #341";"70 MCLEOD AVE & HWY 16";"BOX 143";"SPRUCE GROVE";"AB";"T7X3C7";"$12.26";"53.5427846";"-113.9033672"
959;"SHOPPERS DRUG MART #368";"131 CENTURY CROSSING ROAD";"";"SPRUCE GROVE";"AB";"T7X0C8";"$12.30";"53.5425396";"-113.8825164"
960;"SPRUCE GROVE REXALL #7227";"#108-505 QUEEN STREET";"";"SPRUCE GROVE";"AB";"T7X2V2";"$12.30";"53.5449604";"-113.907081"
961;"SPRUCE GROVE PHARMACY";"#113, 187 HIGHWAY 16A";"";"SPRUCE GROVE";"AB";"T7X4P9";"$12.30";"53.5396593";"-113.9294215"
962;"COSTCO PHARMACY #1157";"1075 ST ALBERT TRAIL";"";"ST ALBERT";"AB";"T8N5Y3";"$4.36";"53.67164";"-113.6357494"
963;"HEALTHY CHOICE PHARMACY 101";"9430 MCKENNEY AVE";"";"ST ALBERT";"AB";"T8N2T7";"$12.15";"53.6370126";"-113.650236"
964;"SHOPPERS DRUG MART #2333";"JENNY VUONG PHARMACY LTD";"101-300 BOUDREAU RD";"ST ALBERT";"AB";"T8N6B9";"$12.26";"53.6304753";"-113.625642"
965;"GRANDIN PRESCRIPTION CENTRE";"INC.";"1 ST ANNE STREET";"ST ALBERT";"AB";"T8N2E8";"$12.30";"53.6304753";"-113.625642"
966;"LIBERTON PHARMACY";"#110 - 31 LIBERTON ROAD";"";"ST ALBERT";"AB";"T8N3X6";"$12.30";"53.645729";"-113.6280224"
967;"GREEN APPLE PHARMACY";"AFK EMPIRE INC";"121-15 ERIN RIDGE ROAD";"ST ALBERT";"AB";"T8N0R3";"$12.30";"53.6304753";"-113.625642"
968;"REXALL #7249";"100-10 MCKENNEY AVE";"";"ST ALBERT";"AB";"T8N5S8";"$12.30";"53.6388621";"-113.6400858"
969;"THE MEDICINE SHOPPE #200";"1053265 ALBERTA LTD";"102-25 ST MICHAEL ST";"ST ALBERT";"AB";"T8N1C7";"$12.30";"53.6304753";"-113.625642"
970;"RIVERCREST PHARMACY";"MAGNAESS INC";"367 ST ALBERT TRAIL";"ST ALBERT";"AB";"T8N0R1";"$12.30";"53.6304753";"-113.625642"
971;"DRUGSTORE PHARMACY #9021";"5701 - 50TH AVENUE";"";"ST PAUL";"AB";"T0A3A0";"$10.73";"53.990253";"-111.317621"
972;"LOBLAW PHARMACY #1568";"101 ST ALBERT RD";"";"ST. ALBERT";"AB";"T8N6L5";"$10.37";"53.6208346";"-113.6038217"
973;"WALMART PHARMACY #3087";"700 ST. ALBERT ROAD";"";"ST. ALBERT";"AB";"T8N7A5";"$11.73";"53.6598601";"-113.6334203"
974;"SAFEWAY PHARMACY #8863";"SOBEYS WEST INC.";"395 ST ALBERT ROAD";"ST. ALBERT";"AB";"T8N5Z9";"$11.93";"53.6304753";"-113.625642"
975;"MIDTOWN APOTHECARY";"MIDTOWN APOTHECARY LTD";"100-41 ST THOMAS STREET";"ST. ALBERT";"AB";"T8N6Z1";"$11.94";"53.6304753";"-113.625642"
976;"SAFEWAY PHARMACY #8859";"SOBEYS WEST INC.";"300-2 HEBERT ROAD";"ST. ALBERT";"AB";"T8N5T8";"$11.97";"53.6304753";"-113.625642"
977;"LONDON DRUGS #48";"INGLEWOOD CENTRE, #10";"19 BELLEROSE DRIVE";"ST. ALBERT";"AB";"T8N5E1";"$12.21";"53.6478505";"-113.5731182"
978;"SOBEYS PHARMACY #3101";"392 ST. ALBERT RD";"MISSION HILL PLAZA";"ST. ALBERT";"AB";"T8N5J9";"$12.25";"53.6437867";"-113.6283957"
979;"SHOPPERS DRUG MART #379";"ELAINE MAH PHARMACY LTD.";"#570, 140 ST. ALBERT RD";"ST. ALBERT";"AB";"T8N7C8";"$12.26";"53.6304753";"-113.625642"
980;"SHOPPERS DRUG MART #2300";"DUY TRUONG PHARMACY LTD.";"100 - 665 ST. ALBERT ROAD";"ST. ALBERT";"AB";"T8N3L3";"$12.26";"53.6304753";"-113.625642"
981;"SAVE-ON-FOODS #6665";"PHARMACY";"#500-140 ST. ALBERT";"ST. ALBERT";"AB";"T8N7C8";"$12.30";"53.6304753";"-113.625642"
982;"SAVE-ON-FOODS #6675";"740 ST. ALBERT ROAD";"";"ST. ALBERT";"AB";"T8N7H5";"$12.30";"53.6616719";"-113.6327688"
983;"SALVUS RXELLENCE";"1564815 ALBERTA LTD";"#44 - 143 LIBERTON DRIVE";"ST. ALBERT";"AB";"T8N6A7";"$12.30";"53.6304753";"-113.625642"
984;"ST. PAUL & DISTRICT CO-OP PHAR";"CO-OP MALL";"#3, 5017-42 STREET";"ST. PAUL";"AB";"T0A3A2";"$11.93";"53.9911164";"-111.2953051"
985;"ST. PAUL VALUE DRUG MART";"1663106 ALBERTA LTD";"4901-39 ST PO BOX 818";"ST. PAUL";"AB";"T0A3A0";"$12.12";"53.9911164";"-111.2953051"
986;"ST. PAUL PROFESSIONAL";"DISPENSARY";"PO BOX 818   5014-51 ST.";"ST. PAUL";"AB";"T0A3A1";"$12.32";"53.9911164";"-111.2953051"
987;"SHOPPERS DRUG MART #323";"ASHLEY DAVIDSON PHARMACY SERVICES";"108-392 ST. ALBERT TRAIL";"ST.ALBERT";"AB";"T8N5J9";"$12.22";"53.6304753";"-113.625642"
988;"REMEDY'S RX #222";"REMEDY HOLDINGS INC";"2505 TUDOR GLEN MARKET";"ST-ALBERT";"AB";"T8N3V4";"$12.30";"53.6304753";"-113.625642"
989;"BLOOD TRIBE PHARMACY (638)";"P.O. BOX 259";"";"STANDOFF";"AB";"T0L1Y0";"$9.21";"";""
990;"SAVAGE VALUE DRUG MART";"SAVAGE DRUGS LTD.";"4718 50 ST. PO BOX 1736";"STELLER";"AB";"T0C2L0";"$12.14";"";""
991;"LOBLAW PHARMACY #4972";"5106-47TH AVENUE";"";"STETTLER";"AB";"T0C2L1";"$9.27";"52.320846";"-112.706397"
992;"WALMART PHARMACY #1034";"4721 - 70TH STREET";"";"STETTLER";"AB";"T0C2L1";"$11.95";"52.3234063";"-112.7383704"
993;"APPLE DRUGS";"4825 50 STREET";"P.O. BOX 444";"STETTLER";"AB";"T0C2L0";"$12.30";"52.3237211";"-112.7050141"
994;"PHARMASAVE #336";"4931 - 50TH STREET";"BOX 1359";"STETTLER";"AB";"T0C2L0";"$12.30";"52.325519";"-112.704662"
995;"SAFEWAY PHARMACY #8885";"SOBEYS WEST INC.";"4202 SOUTH PARK DRIVE";"STONY PLAIN";"AB";"T7Z1X8";"$11.85";"53.5279314";"-114.0019279"
996;"SHOPPERS DRUG MART #2402";"PHILMAR PHARMACY LTD.";"400-4300 SOUTH PARK DR";"STONY PLAIN";"AB";"T7Z2W7";"$12.29";"53.5279314";"-114.0019279"
997;"REXALL #7241";"4801 50 AVE";"";"STONY PLAIN";"AB";"T7L1L8";"$12.30";"53.5302617";"-114.0029713"
998;"MAIN ST HOME HEALTH PHARMACY";"5106 50 STREET";"";"STONY PLAIN";"AB";"T7Z1T4";"$12.30";"53.528263";"-114.007515"
999;"MERIDIAN PHARMACY";"1696283 ALBERTA LTD";"#2 - 4402 37 STREET";"STONY PLAIN";"AB";"T7Z2A9";"$12.30";"53.5279314";"-114.0019279"
1000;"ANDERSON DRUG BY FRESON BROS";"HINTON HILL PHARMACY LTD";"4416 48 STREET";"STONY PLAIN";"AB";"T7Z1L4";"$12.30";"53.5279314";"-114.0019279"
1001;"STONY PLAIN WELLNESS &";"COMPOUNDING PHARMACY LTD";"106-5013 48TH STREET";"STONY PLAIN";"AB";"T7Z1L8";"$12.56";"53.5279314";"-114.0019279"
1002;"LOBLAW PHARMACY #4952";"101-900 PINE ROAD";"";"STRATHMORE";"AB";"T1P1C1";"$9.52";"51.0361133";"-113.3892301"
1003;"WALMART PHARMACY #1049";"200 RANCH MARKET";"";"STRATHMORE";"AB";"T1P0A8";"$11.71";"51.0396135";"-113.3819319"
1004;"SHOPPERS DRUG MART #2442";"LIVINGSPRING SERVICES INC";"117-100 RANCH MARKET";"STRATHMORE";"AB";"T1P0A8";"$12.26";"51.0378523";"-113.4002873"
1005;"CALGARY CO-OP PHARMACY #25";"100 EDGEFIELD PL";"";"STRATHMORE";"AB";"T1P0E8";"$12.28";"51.045551";"-113.3760443"
1006;"STRATHMORE VALUE DRUG MART";"132-2ND AVENUE";"PO. BOX 2310";"STRATHMORE";"AB";"T1P1K3";"$12.30";"51.0432565";"-113.3957104"
1007;"VALLEY MEDICAL PHARMACY";"231 2ND AVENUE";"BOX 60003 STRATHMORE RPO";"STRATHMORE";"AB";"T1P0C2";"$12.30";"51.042193";"-113.397772"
1008;"CRYSTAL RIDGE PROFESSIONAL";"PHARMACY";"2-55 WHEATLAND TRAIL";"STRATHMORE";"AB";"T1P1R7";"$12.30";"51.0378523";"-113.4002873"
1009;"PHARMASAVE #337";"PO BOX 418";"577 MAIN AVE WEST";"SUNDRE";"AB";"T0M1X0";"$12.30";"51.7777851";"-114.6826903"
1010;"SUNDRE COMMUNITY DRUG MART";"BOX 1958";"403 MAIN AVE WEST";"SUNDRE";"AB";"T0M1X0";"$12.30";"51.797215";"-114.640501"
